response,token,correct,contrast,vib_style,placement,pID
knees,niece,0,vf,amp,hands,28
focal,focal,1,vf,ctrl,hands,28
pain,bane,0,vs,amp,hands,28
dim,dim,1,Vhl,lowfi,hands,28
rang,rang,1,Vhl,amp,hands,28
nip,knap,0,Vhl,lowfi,hands,28
soup,soup,1,Vhl,lowfi,hands,28
tuck,tug,0,vs,ctrl,neck,8
teethe,teeth,0,vf,lowfi,neck,8
gay,Kay,0,vs,ctrl,neck,8
bant,pant,0,vs,lowfi,neck,8
league,lug,0,Vhl,ctrl,neck,8
bat,bat,1,vs,lowfi,neck,8
mean,mean,1,Vhl,lowfi,neck,8
teat,tat,0,Vhl,ctrl,neck,8
bile,bile,1,vs,amp,neck,8
cop,cob,0,vs,amp,neck,8
tense,tens,0,vf,ctrl,neck,8
vale,vale,1,vf,ctrl,neck,8
neat,gnat,0,Vhl,ctrl,neck,8
wife,wife,1,vf,ctrl,neck,8
niece,knees,0,vf,ctrl,neck,8
life,live,0,vf,ctrl,neck,8
bar,par,0,vs,lowfi,neck,8
slick,slick,1,Vhl,amp,neck,8
dep,deb,0,vs,amp,neck,8
zap,zap,1,vf,lowfi,neck,8
cookie,cookie,1,Vhl,amp,neck,8
lam,lam,1,Vhl,ctrl,neck,8
cherry,jerry,0,vf,amp,neck,8
beach,beach,1,vs,lowfi,neck,8
rig,rig,1,vs,ctrl,neck,8
save,save,1,vf,lowfi,neck,8
smock,smock,1,vs,ctrl,neck,8
pin,pin,1,vs,lowfi,neck,8
meat,mat,0,Vhl,amp,neck,8
dame,dame,1,vs,ctrl,neck,8
glass,class,0,vs,ctrl,neck,8
belief,belief,1,vf,lowfi,neck,8
bus,buzz,0,vf,ctrl,neck,8
wack,weak,0,Vhl,lowfi,neck,8
gin,chin,0,vf,ctrl,neck,8
bay,bay,1,vs,amp,neck,8
patty,patty,1,vs,amp,neck,8
pill,pill,1,Vhl,amp,neck,8
book,book,1,Vhl,ctrl,neck,8
done,ton,0,vs,amp,neck,8
dry,try,0,vs,ctrl,neck,8
shook,shook,1,Vhl,amp,neck,8
foot,fart,0,Vhl,amp,neck,8
peter,patter,0,Vhl,lowfi,neck,8
Bart,Bart,1,vs,lowfi,neck,8
vast,vast,1,vf,amp,neck,8
kate,gait,0,vs,amp,neck,8
beam,beam,1,Vhl,lowfi,neck,8
soup,soup,1,Vhl,ctrl,neck,8
teach,touch,0,Vhl,ctrl,neck,8
dim,damn,0,Vhl,amp,neck,8
price,price,1,vf,lowfi,neck,8
proove,proove,1,vf,ctrl,neck,8
tan,tan,1,vs,amp,neck,8
zoo,zoo,1,vf,lowfi,neck,8
ring,rang,0,Vhl,lowfi,neck,8
bee,pee,0,vs,ctrl,neck,8
knap,nip,0,Vhl,amp,neck,8
bias,bias,1,vf,lowfi,neck,8
vary,vary,1,vf,ctrl,neck,8
meet,meet,1,Vhl,ctrl,neck,8
lip,lip,1,vs,amp,neck,8
fence,fence,1,vf,lowfi,neck,8
ice,eyes,0,vf,amp,neck,8
zinc,zinc,1,vf,lowfi,neck,8
manse,mans,0,vf,ctrl,neck,8
zach,zach,1,vf,amp,neck,8
calf,calf,1,vf,lowfi,neck,8
fault,vault,0,vf,lowfi,neck,8
vile,file,0,vf,lowfi,neck,8
jack,shack,0,vf,ctrl,neck,8
fizz,fizz,1,vf,amp,neck,8
down,down,1,vs,amp,neck,8
wank,wink,0,Vhl,lowfi,neck,8
cheer,cheer,1,vf,ctrl,neck,8
drum,drum,1,Vhl,amp,neck,8
dole,toll,0,vs,amp,neck,8
vocal,vocal,1,vf,ctrl,neck,8
six,six,1,Vhl,lowfi,neck,8
heel,heel,1,Vhl,lowfi,neck,8
back,pack,0,vs,amp,neck,8
ease,ease,1,Vhl,amp,neck,8
toot,toot,1,Vhl,lowfi,neck,8
nark,nook,0,Vhl,lowfi,neck,8
fleas,fleas,1,vf,amp,neck,8
pan,ban,0,vs,lowfi,neck,8
deed,deed,1,Vhl,lowfi,neck,8
swim,swim,1,Vhl,ctrl,neck,8
wafer,waiver,0,vf,ctrl,neck,8
bleed,blood,0,Vhl,ctrl,neck,8
lobe,lobe,1,vs,amp,hands,8
peach,patch,0,Vhl,amp,hands,8
chest,chest,1,vf,amp,hands,8
bawd,bawd,1,vs,amp,hands,8
pair,bare,0,vs,lowfi,hands,8
moos,moos,1,vf,ctrl,hands,8
grave,graph,0,vf,ctrl,hands,8
prod,prod,1,Vhl,ctrl,hands,8
fit,fit,1,Vhl,amp,hands,8
vox,vox,1,vf,amp,hands,8
proof,prof,0,Vhl,lowfi,hands,8
nab,nab,1,vs,amp,hands,8
vendor,fender,0,vf,lowfi,hands,8
vent,vent,1,vs,ctrl,hands,8
shard,shard,1,Vhl,lowfi,hands,8
gill,gill,1,vs,ctrl,hands,8
damn,deem,0,Vhl,amp,hands,8
boot,boot,1,vs,ctrl,hands,8
streak,struck,0,Vhl,lowfi,hands,8
Devon,deafen,0,vf,ctrl,hands,8
trace,trace,1,vf,ctrl,hands,8
badge,badge,1,vf,ctrl,hands,8
stoop,stoop,1,Vhl,lowfi,hands,8
fret,fret,1,vs,lowfi,hands,8
trill,drill,0,vs,ctrl,hands,8
by,pi,0,vs,lowfi,hands,8
face,face,1,vf,ctrl,hands,8
bleat,bleat,1,vs,amp,hands,8
cheek,cheek,1,Vhl,ctrl,hands,8
divine,divine,1,vf,amp,hands,8
cat,cad,0,vs,amp,hands,8
fat,vat,0,vf,ctrl,hands,8
clique,cluck,0,Vhl,amp,hands,8
raze,raze,1,vf,amp,hands,8
chain,chain,1,vf,lowfi,hands,8
loop,lop,0,Vhl,lowfi,hands,8
tale,dale,0,vs,ctrl,hands,8
vetted,fetid,0,vf,ctrl,hands,8
wiggle,waggle,0,Vhl,ctrl,hands,8
beseech,beseech,1,vf,ctrl,hands,8
tab,dab,0,vs,ctrl,hands,8
bun,bun,1,Vhl,ctrl,hands,8
lace,lace,1,vf,lowfi,hands,8
tick,tick,1,Vhl,amp,hands,8
hood,hard,0,Vhl,lowfi,hands,8
Adam,atom,0,vs,ctrl,hands,8
lose,lose,1,vf,amp,hands,8
miss,miss,1,Vhl,lowfi,hands,8
bead,bead,1,vs,amp,hands,8
ass,ass,1,vf,ctrl,hands,8
zip,zip,1,vf,amp,hands,8
bang,pang,0,vs,lowfi,hands,8
hers,hers,1,vf,amp,hands,8
loose,loose,1,Vhl,lowfi,hands,8
pence,pens,0,vf,lowfi,hands,8
thigh,thy,0,vf,lowfi,hands,8
beef,beef,1,Vhl,lowfi,hands,8
chuck,chick,0,Vhl,lowfi,hands,8
clot,clot,1,vs,amp,hands,8
lock,lock,1,vs,lowfi,hands,8
league,league,1,vs,ctrl,hands,8
gremlin,gremlin,1,vs,amp,hands,8
peace,peace,1,Vhl,lowfi,hands,8
time,time,1,vs,amp,hands,8
cuss,cuss,1,vf,amp,hands,8
paste,baste,0,vs,amp,hands,8
fan,van,0,vf,lowfi,hands,8
rifle,rifle,1,vf,lowfi,hands,8
bet,bed,0,vs,amp,hands,8
begin,begin,1,Vhl,amp,hands,8
zips,zips,1,Vhl,ctrl,hands,8
reviews,reviews,1,vf,ctrl,hands,8
woos,was,0,Vhl,amp,hands,8
doom,doom,1,vs,amp,hands,8
tram,tram,1,Vhl,amp,hands,8
chip,chap,0,Vhl,lowfi,hands,8
add,at,0,vs,amp,hands,8
teens,teens,1,Vhl,lowfi,hands,8
boop,poop,0,vs,amp,hands,8
fuzz,fuss,0,vf,amp,hands,8
cat,cat,1,vs,ctrl,hands,8
plank,blank,0,vs,lowfi,hands,8
shelve,shelve,1,vf,lowfi,hands,8
pain,pain,1,vs,ctrl,hands,8
cot,cot,1,vs,amp,hands,8
cave,cave,1,vs,ctrl,hands,8
leaky,lucky,0,Vhl,lowfi,hands,8
bad,bat,0,vs,ctrl,hands,8
bead,bead,1,Vhl,lowfi,hands,8
seek,sack,0,Vhl,lowfi,hands,8
lace,lace,1,vf,lowfi,hands,13
peed,bead,0,vs,ctrl,hands,13
jack,jack,1,vf,amp,hands,13
define,divine,0,vf,lowfi,hands,13
class,class,1,vs,amp,hands,13
plank,blank,0,vs,ctrl,hands,13
hull,heel,0,Vhl,amp,hands,13
meat,meat,1,Vhl,ctrl,hands,13
shelf,shelve,0,vf,amp,hands,13
Kremlin,gremlin,0,vs,amp,hands,13
atom,atom,1,vs,ctrl,hands,13
done,done,1,vs,ctrl,hands,13
tale,dale,0,vs,lowfi,hands,13
toot,toot,1,Vhl,lowfi,hands,13
loss,loss,1,Vhl,lowfi,hands,13
chin,chin,1,vf,ctrl,hands,13
trim,trim,1,Vhl,ctrl,hands,13
safe,save,0,vf,lowfi,hands,13
lock,log,0,vs,ctrl,hands,13
gill,kill,0,vs,ctrl,hands,13
zips,zips,1,Vhl,lowfi,hands,13
fleece,fleece,1,vf,ctrl,hands,13
meet,mutt,0,Vhl,ctrl,hands,13
fault,vault,0,vf,ctrl,hands,13
teens,teens,1,Vhl,lowfi,hands,13
ice,eyes,0,vf,ctrl,hands,13
peach,peach,1,Vhl,amp,hands,13
tan,Dan,0,vs,ctrl,hands,13
booed,boot,0,vs,ctrl,hands,13
chip,chip,1,Vhl,amp,hands,13
patty,batty,0,vs,lowfi,hands,13
bleed,bleed,1,vs,amp,hands,13
lip,lip,1,vs,lowfi,hands,13
deem,deem,1,Vhl,ctrl,hands,13
limb,limb,1,Vhl,amp,hands,13
lose,loose,0,vf,lowfi,hands,13
proof,proof,1,Vhl,amp,hands,13
toll,toll,1,vs,lowfi,hands,13
nap,nap,1,vs,amp,hands,13
lop,lop,1,Vhl,ctrl,hands,13
cheer,cheer,1,vf,lowfi,hands,13
seek,sack,0,Vhl,ctrl,hands,13
vent,vend,0,vs,amp,hands,13
paste,paste,1,vs,lowfi,hands,13
dream,drum,0,Vhl,ctrl,hands,13
bat,bat,1,vs,amp,hands,13
bat,bat,1,vs,lowfi,hands,13
trace,trace,1,vf,lowfi,hands,13
sap,sap,1,vf,lowfi,hands,13
bought,bought,1,vs,ctrl,hands,13
buzz,bus,0,vf,amp,hands,13
pee,bee,0,vs,amp,hands,13
sack,sack,1,vf,lowfi,hands,13
belief,believe,0,vf,lowfi,hands,13
peter,peter,1,Vhl,amp,hands,13
wiggle,waggle,0,Vhl,ctrl,hands,13
calf,calve,0,vf,amp,hands,13
bias,bias,1,vf,lowfi,hands,13
league,leek,0,vs,amp,hands,13
hard,hard,1,Vhl,amp,hands,13
buff,beef,0,Vhl,amp,hands,13
fairy,vary,0,vf,lowfi,hands,13
deb,deb,1,vs,amp,hands,13
face,phase,0,vf,lowfi,hands,13
rifle,rival,0,vf,lowfi,hands,13
trill,drill,0,vs,amp,hands,13
lobe,lobe,1,vs,ctrl,hands,13
reviews,refuse,0,vf,lowfi,hands,13
beseech,besiege,0,vf,amp,hands,13
ring,ring,1,Vhl,amp,hands,13
town,town,1,vs,amp,hands,13
wafer,waiver,0,vf,lowfi,hands,13
try,try,1,vs,lowfi,hands,13
tab,tab,1,vs,ctrl,hands,13
back,back,1,vs,lowfi,hands,13
fast,vast,0,vf,amp,hands,13
fat,vat,0,vf,lowfi,hands,13
proof,proove,0,vf,amp,hands,13
deed,dad,0,Vhl,lowfi,hands,13
nip,nip,1,Vhl,amp,hands,13
deafen,deafen,1,vf,lowfi,hands,13
teat,teat,1,Vhl,lowfi,hands,13
chuck,chick,0,Vhl,amp,hands,13
bead,bad,0,Vhl,amp,hands,13
hers,hers,1,vf,lowfi,hands,13
chain,chain,1,vf,ctrl,hands,13
at,add,0,vs,amp,hands,13
peace,pus,0,Vhl,ctrl,hands,13
fens,fence,0,vf,amp,hands,13
thy,thigh,0,vf,ctrl,hands,13
neat,neat,1,Vhl,ctrl,neck,13
cat,gat,0,vs,lowfi,neck,13
pin,bin,0,vs,lowfi,neck,13
cad,cat,0,vs,amp,neck,13
file,file,1,vf,amp,neck,13
ass,ass,1,vf,lowfi,neck,13
tame,dame,0,vs,ctrl,neck,13
clot,clot,1,vs,amp,neck,13
pay,pay,1,vs,amp,neck,13
sip,sip,1,vf,lowfi,neck,13
cob,cob,1,vs,amp,neck,13
nook,nark,0,Vhl,ctrl,neck,13
race,raze,0,vf,ctrl,neck,13
wank,wink,0,Vhl,lowfi,neck,13
niece,niece,1,vf,lowfi,neck,13
cuz,cuz,1,vf,ctrl,neck,13
man,mean,0,Vhl,ctrl,neck,13
pain,pain,1,vs,amp,neck,13
mans,mans,1,vf,ctrl,neck,13
pair,pair,1,vs,lowfi,neck,13
stop,stop,1,Vhl,ctrl,neck,13
begin,begin,1,Vhl,lowfi,neck,13
pill,pal,0,Vhl,lowfi,neck,13
batch,batch,1,vf,ctrl,neck,13
fuss,fuss,1,vf,amp,neck,13
slick,slick,1,Vhl,amp,neck,13
book,book,1,Vhl,ctrl,neck,13
price,price,1,vf,ctrl,neck,13
wife,wife,1,vf,ctrl,neck,13
smock,smog,0,vs,ctrl,neck,13
bet,bet,1,vs,ctrl,neck,13
kate,gait,0,vs,amp,neck,13
time,dime,0,vs,ctrl,neck,13
cheek,chuck,0,Vhl,lowfi,neck,13
focal,focal,1,vf,amp,neck,13
shook,shook,1,Vhl,amp,neck,13
Kay,Kay,1,vs,ctrl,neck,13
bard,Bart,0,vs,amp,neck,13
woos,was,0,Vhl,amp,neck,13
beam,bum,0,Vhl,amp,neck,13
cot,cod,0,vs,amp,neck,13
poop,boop,0,vs,amp,neck,13
pile,bile,0,vs,ctrl,neck,13
pan,ban,0,vs,ctrl,neck,13
weak,weak,1,Vhl,lowfi,neck,13
vendor,fender,0,vf,amp,neck,13
pang,bang,0,vs,lowfi,neck,13
viz,viz,1,vf,amp,neck,13
miss,miss,1,Vhl,ctrl,neck,13
teeth,teethe,0,vf,lowfi,neck,13
pence,pence,1,vf,amp,neck,13
fit,fit,1,Vhl,ctrl,neck,13
dim,dim,1,Vhl,lowfi,neck,13
bar,par,0,vs,lowfi,neck,13
prude,prude,1,Vhl,ctrl,neck,13
cookie,cookie,1,Vhl,ctrl,neck,13
teach,touch,0,Vhl,lowfi,neck,13
fart,fart,1,Vhl,lowfi,neck,13
vetted,vetted,1,vf,lowfi,neck,13
life,life,1,vf,ctrl,neck,13
six,sax,0,Vhl,ctrl,neck,13
ease,as,0,Vhl,ctrl,neck,13
streak,streak,1,Vhl,lowfi,neck,13
rick,rick,1,vs,ctrl,neck,13
leaky,leaky,1,Vhl,lowfi,neck,13
league,lug,0,Vhl,amp,neck,13
fail,fail,1,vf,amp,neck,13
bleed,blood,0,Vhl,ctrl,neck,13
moose,moose,1,vf,ctrl,neck,13
grave,graph,0,vf,ctrl,neck,13
zoo,zoo,1,vf,amp,neck,13
gave,cave,0,vs,lowfi,neck,13
cherry,jerry,0,vf,lowfi,neck,13
clique,clique,1,Vhl,amp,neck,13
tick,tack,0,Vhl,ctrl,neck,13
chest,jest,0,vf,amp,neck,13
swim,swim,1,Vhl,lowfi,neck,13
tomb,tomb,1,vs,lowfi,neck,13
pi,by,0,vs,amp,neck,13
peach,beach,0,vs,ctrl,neck,13
bant,bant,1,vs,amp,neck,13
sop,sop,1,Vhl,lowfi,neck,13
zinc,zinc,1,vf,ctrl,neck,13
fret,fred,0,vs,ctrl,neck,13
tuck,tug,0,vs,ctrl,neck,13
tense,tens,0,vf,amp,neck,13
should,should,1,Vhl,lowfi,neck,13
bun,bun,1,Vhl,amp,neck,13
fan,van,0,vf,lowfi,neck,13
fox,vox,0,vf,lowfi,neck,13
cot,cot,1,vs,lowfi,hands,15
deb,dep,0,vs,lowfi,hands,15
bare,pair,0,vs,ctrl,hands,15
bar,bar,1,vs,lowfi,hands,15
vary,vary,1,vf,lowfi,hands,15
tick,tack,0,Vhl,ctrl,hands,15
badge,batch,0,vf,ctrl,hands,15
dime,dime,1,vs,lowfi,hands,15
beef,beef,1,Vhl,ctrl,hands,15
mat,mat,1,Vhl,lowfi,hands,15
zips,zaps,0,Vhl,lowfi,hands,15
prod,prude,0,Vhl,lowfi,hands,15
was,was,1,Vhl,ctrl,hands,15
phase,phase,1,vf,lowfi,hands,15
besiege,beseech,0,vf,amp,hands,15
clique,clique,1,Vhl,amp,hands,15
wack,weak,0,Vhl,lowfi,hands,15
wife,wife,1,vf,ctrl,hands,15
heel,heel,1,Vhl,ctrl,hands,15
eyes,ice,0,vf,ctrl,hands,15
moose,moose,1,vf,ctrl,hands,15
shark,shark,1,Vhl,ctrl,hands,15
smog,smog,1,vs,lowfi,hands,15
down,down,1,vs,lowfi,hands,15
waiver,waiver,1,vf,lowfi,hands,15
sop,sop,1,Vhl,amp,hands,15
league,lug,0,Vhl,lowfi,hands,15
add,at,0,vs,ctrl,hands,15
fizz,viz,0,vf,amp,hands,15
fred,fret,0,vs,lowfi,hands,15
loop,lop,0,Vhl,amp,hands,15
grave,grave,1,vf,lowfi,hands,15
shelf,shelve,0,vf,ctrl,hands,15
mean,mean,1,Vhl,amp,hands,15
limb,lam,0,Vhl,amp,hands,15
boop,boop,1,vs,ctrl,hands,15
dab,tab,0,vs,ctrl,hands,15
clot,clod,0,vs,lowfi,hands,15
damn,damn,1,Vhl,amp,hands,15
kate,gait,0,vs,ctrl,hands,15
believe,belief,0,vf,amp,hands,15
vast,vast,1,vf,lowfi,hands,15
nook,nook,1,Vhl,ctrl,hands,15
prof,proof,0,Vhl,lowfi,hands,15
cheer,jeer,0,vf,ctrl,hands,15
vile,vile,1,vf,ctrl,hands,15
zach,zach,1,vf,amp,hands,15
bleat,bleed,0,vs,ctrl,hands,15
life,life,1,vf,amp,hands,15
fox,fox,1,vf,amp,hands,15
tug,tug,1,vs,lowfi,hands,15
laze,laze,1,vf,lowfi,hands,15
cave,gave,0,vs,amp,hands,15
struck,struck,1,Vhl,ctrl,hands,15
Dan,Dan,1,vs,lowfi,hands,15
price,price,1,vf,amp,hands,15
pill,pal,0,Vhl,amp,hands,15
gnat,neat,0,Vhl,ctrl,hands,15
vat,vat,1,vf,lowfi,hands,15
six,six,1,Vhl,amp,hands,15
knap,knap,1,Vhl,lowfi,hands,15
glass,class,0,vs,ctrl,hands,15
bark,bark,1,Vhl,ctrl,hands,15
zip,zip,1,vf,amp,hands,15
mutt,mutt,1,Vhl,lowfi,hands,15
fuss,fuzz,0,vf,amp,hands,15
trill,drill,0,vs,amp,hands,15
cheek,cheek,1,Vhl,amp,hands,15
sue,sue,1,vf,lowfi,hands,15
kill,gill,0,vs,amp,hands,15
deed,deed,1,Vhl,amp,hands,15
ease,as,0,Vhl,lowfi,hands,15
cat,cat,1,vs,amp,hands,15
lucky,leaky,0,Vhl,amp,hands,15
lose,lose,1,vf,ctrl,hands,15
peach,patch,0,Vhl,lowfi,hands,15
reviews,reviews,1,vf,lowfi,hands,15
miss,miss,1,Vhl,lowfi,hands,15
baste,paste,0,vs,ctrl,hands,15
seek,seek,1,Vhl,lowfi,hands,15
rig,rig,1,vs,ctrl,hands,15
trim,trim,1,Vhl,amp,hands,15
damn,deem,0,Vhl,amp,hands,15
peed,peed,1,vs,amp,hands,15
tense,tens,0,vf,lowfi,hands,15
fault,fault,1,vf,lowfi,hands,15
begun,begun,1,Vhl,lowfi,hands,15
tale,tale,1,vs,amp,hands,15
log,log,1,vs,amp,hands,15
teat,tat,0,Vhl,ctrl,hands,15
chuck,chick,0,Vhl,amp,neck,15
teens,teens,1,Vhl,ctrl,neck,15
dame,dame,1,vs,ctrl,neck,15
thigh,thy,0,vf,ctrl,neck,15
pin,pin,1,vs,ctrl,neck,15
vendor,fender,0,vf,amp,neck,15
cad,cad,1,vs,amp,neck,15
peace,peace,1,Vhl,lowfi,neck,15
leek,leek,1,vs,lowfi,neck,15
hard,hood,0,Vhl,ctrl,neck,15
pack,pack,1,vs,lowfi,neck,15
chest,chest,1,vf,ctrl,neck,15
bane,pain,0,vs,ctrl,neck,15
atom,Adam,0,vs,ctrl,neck,15
bard,Bart,0,vs,ctrl,neck,15
ton,done,0,vs,lowfi,neck,15
sap,sap,1,vf,ctrl,neck,15
peach,peach,1,vs,ctrl,neck,15
divine,define,0,vf,lowfi,neck,15
bad,bad,1,Vhl,lowfi,neck,15
bleed,bleed,1,Vhl,ctrl,neck,15
race,race,1,vf,amp,neck,15
slick,slack,0,Vhl,amp,neck,15
hers,hearse,0,vf,lowfi,neck,15
stoop,stoop,1,Vhl,ctrl,neck,15
ass,ass,1,vf,lowfi,neck,15
patter,peter,0,Vhl,lowfi,neck,15
fleas,fleas,1,vf,amp,neck,15
proof,proove,0,vf,amp,neck,15
rival,rival,1,vf,ctrl,neck,15
pens,pence,0,vf,amp,neck,15
cuss,cuz,0,vf,ctrl,neck,15
cherry,jerry,0,vf,amp,neck,15
jack,jack,1,vf,ctrl,neck,15
beam,beam,1,Vhl,lowfi,neck,15
bay,pay,0,vs,ctrl,neck,15
bought,bought,1,vs,ctrl,neck,15
wiggle,waggle,0,Vhl,amp,neck,15
toot,toot,1,Vhl,amp,neck,15
bang,bang,1,vs,lowfi,neck,15
plank,plank,1,vs,ctrl,neck,15
lib,lip,0,vs,amp,neck,15
wink,wank,0,Vhl,ctrl,neck,15
trace,trace,1,vf,amp,neck,15
bun,bun,1,Vhl,amp,neck,15
gay,gay,1,vs,amp,neck,15
focal,focal,1,vf,amp,neck,15
buyers,bias,0,vf,ctrl,neck,15
pan,ban,0,vs,ctrl,neck,15
patty,batty,0,vs,amp,neck,15
vale,fail,0,vf,amp,neck,15
bus,bus,1,vf,amp,neck,15
vent,vend,0,vs,amp,neck,15
fit,fit,1,Vhl,lowfi,neck,15
pee,pee,1,vs,amp,neck,15
Jane,Jane,1,vf,lowfi,neck,15
gremlin,gremlin,1,vs,ctrl,neck,15
calf,calve,0,vf,ctrl,neck,15
bet,bed,0,vs,ctrl,neck,15
pi,pi,1,vs,lowfi,neck,15
chap,chip,0,Vhl,amp,neck,15
bad,bat,0,vs,lowfi,neck,15
pat,bat,0,vs,lowfi,neck,15
lobe,lobe,1,vs,amp,neck,15
touch,teach,0,Vhl,ctrl,neck,15
tomb,tomb,1,vs,ctrl,neck,15
loss,loss,1,Vhl,amp,neck,15
should,shard,0,Vhl,amp,neck,15
try,dry,0,vs,amp,neck,15
drum,dream,0,Vhl,lowfi,neck,15
khaki,cookie,0,Vhl,ctrl,neck,15
swam,swam,1,Vhl,lowfi,neck,15
chin,chin,1,vf,lowfi,neck,15
ring,ring,1,Vhl,amp,neck,15
teethe,teethe,1,vf,amp,neck,15
bant,pant,0,vs,amp,neck,15
vetted,fetid,0,vf,lowfi,neck,15
cop,cop,1,vs,lowfi,neck,15
knees,knees,1,vf,lowfi,neck,15
boot,boot,1,vs,lowfi,neck,15
van,van,1,vf,ctrl,neck,15
zinc,zinc,1,vf,amp,neck,15
fart,foot,0,Vhl,ctrl,neck,15
toll,toll,1,vs,ctrl,neck,15
nap,nab,0,vs,ctrl,neck,15
bile,pile,0,vs,lowfi,neck,15
deafen,deafen,1,vf,lowfi,neck,15
save,save,1,vf,amp,neck,15
manse,manse,1,vf,lowfi,neck,15
fence,fence,1,vf,ctrl,neck,15
clod,clot,0,vs,ctrl,neck,22
streak,streak,1,Vhl,ctrl,neck,22
cave,gave,0,vs,lowfi,neck,22
define,define,1,vf,lowfi,neck,22
miss,mass,0,Vhl,ctrl,neck,22
pile,pile,1,vs,lowfi,neck,22
weak,weak,1,Vhl,amp,neck,22
fast,vast,0,vf,amp,neck,22
manse,mans,0,vf,amp,neck,22
bleat,bleat,1,vs,ctrl,neck,22
nark,nark,1,Vhl,ctrl,neck,22
cat,cat,1,vs,lowfi,neck,22
zap,zap,1,vf,ctrl,neck,22
fender,fender,1,vf,lowfi,neck,22
tense,tense,1,vf,lowfi,neck,22
nap,nap,1,vs,ctrl,neck,22
boot,booed,0,vs,lowfi,neck,22
dream,dream,1,Vhl,ctrl,neck,22
toll,toll,1,vs,lowfi,neck,22
peach,peach,1,Vhl,ctrl,neck,22
pang,pang,1,vs,lowfi,neck,22
shelf,shelve,0,vf,lowfi,neck,22
tack,tack,1,Vhl,lowfi,neck,22
tat,tat,1,Vhl,amp,neck,22
lop,lop,1,Vhl,ctrl,neck,22
zips,zips,1,Vhl,amp,neck,22
wank,wank,1,Vhl,amp,neck,22
trace,trace,1,vf,lowfi,neck,22
buzz,buzz,1,vf,ctrl,neck,22
thy,thy,1,vf,amp,neck,22
at,add,0,vs,ctrl,neck,22
zoo,zoo,1,vf,amp,neck,22
toot,toot,1,Vhl,amp,neck,22
mean,mean,1,Vhl,amp,neck,22
gill,gill,1,vs,lowfi,neck,22
leaky,lucky,0,Vhl,lowfi,neck,22
boop,poop,0,vs,lowfi,neck,22
pay,pay,1,vs,ctrl,neck,22
gat,cat,0,vs,lowfi,neck,22
refuse,reviews,0,vf,lowfi,neck,22
par,par,1,vs,ctrl,neck,22
lib,lip,0,vs,amp,neck,22
pin,bin,0,vs,amp,neck,22
peace,peace,1,Vhl,amp,neck,22
bat,bat,1,vs,amp,neck,22
safe,safe,1,vf,ctrl,neck,22
chin,chin,1,vf,ctrl,neck,22
league,lug,0,Vhl,lowfi,neck,22
as,ass,0,vf,ctrl,neck,22
fart,foot,0,Vhl,ctrl,neck,22
zinc,zinc,1,vf,ctrl,neck,22
pair,bare,0,vs,amp,neck,22
bed,bet,0,vs,lowfi,neck,22
slick,slick,1,Vhl,lowfi,neck,22
rig,rig,1,vs,amp,neck,22
down,down,1,vs,ctrl,neck,22
dry,try,0,vs,ctrl,neck,22
cuz,cuz,1,vf,amp,neck,22
fence,fens,0,vf,ctrl,neck,22
dim,dim,1,Vhl,ctrl,neck,22
fret,fret,1,vs,amp,neck,22
zach,zach,1,vf,amp,neck,22
bead,bead,1,vs,ctrl,neck,22
plank,plank,1,vs,amp,neck,22
ring,rang,0,Vhl,amp,neck,22
vend,vent,0,vs,ctrl,neck,22
done,done,1,vs,ctrl,neck,22
pi,by,0,vs,ctrl,neck,22
beef,beef,1,Vhl,amp,neck,22
Devon,Devon,1,vf,amp,neck,22
trim,tram,0,Vhl,lowfi,neck,22
seek,seek,1,Vhl,lowfi,neck,22
cop,cob,0,vs,amp,neck,22
limb,limb,1,Vhl,lowfi,neck,22
vox,fox,0,vf,ctrl,neck,22
back,back,1,vs,ctrl,neck,22
loose,loose,1,vf,lowfi,neck,22
prize,prize,1,vf,lowfi,neck,22
smock,smock,1,vs,ctrl,neck,22
bias,buyers,0,vf,ctrl,neck,22
sip,sip,1,vf,lowfi,neck,22
waiver,waiver,1,vf,lowfi,neck,22
fault,vault,0,vf,amp,neck,22
chap,chap,1,Vhl,lowfi,neck,22
soup,soup,1,Vhl,ctrl,neck,22
peach,peach,1,vs,ctrl,neck,22
bad,bad,1,vs,amp,neck,22
hearse,hearse,1,vf,ctrl,neck,22
tale,tale,1,vs,amp,neck,22
woos,was,0,Vhl,amp,neck,22
moose,moose,1,vf,lowfi,hands,22
dab,dab,1,vs,amp,hands,22
meet,mutt,0,Vhl,ctrl,hands,22
life,live,0,vf,amp,hands,22
teens,teens,1,Vhl,amp,hands,22
atom,Adam,0,vs,amp,hands,22
mat,mat,1,Vhl,lowfi,hands,22
chick,chuck,0,Vhl,amp,hands,22
clique,cluck,0,Vhl,lowfi,hands,22
lobe,lope,0,vs,ctrl,hands,22
drill,drill,1,vs,ctrl,hands,22
fizz,viz,0,vf,ctrl,hands,22
shack,shack,1,vf,lowfi,hands,22
tuck,tuck,1,vs,amp,hands,22
file,file,1,vf,amp,hands,22
as,as,1,Vhl,lowfi,hands,22
eyes,eyes,1,vf,amp,hands,22
gait,kate,0,vs,lowfi,hands,22
pens,pens,1,vf,lowfi,hands,22
bad,bad,1,Vhl,amp,hands,22
deed,dad,0,Vhl,lowfi,hands,22
class,glass,0,vs,ctrl,hands,22
should,should,1,Vhl,amp,hands,22
